prompt,dataset,label
"Thom Calandra has been editing this space past recognition.

He is a busted RED HANDED securities mutt.",jigsaw,0
"Why don't you fuck off
GET SOME JOBE TO DO, IDIOT!
 16:13, 21 May 2006 (2006)",jigsaw,0
"""This would be the same User:Bishonen who asked me for my email address, something I do not give out on Weikipedia, to tell me I was a drunkard. When I replied, look back in the edit summary (but not on the text) he said """"don't abuse my emaill address also"""". That would be when I replied to his email telling me I was a drunkard to tell he or she not to do so again. Who is the fool? I have no intention of replying to this fuckwit again. I have an intention to get him banned from making abusive comments to good faith editors. And I will pursue that.

Bishonen is""",jigsaw,0
"Block
Your sockpuppet  was used to harass another user.",jigsaw,0
"Your blatant POV pushing 

Neither of you guys has made any contribution to this Italian history article other than to shove your unhistorical unconstructive modern POV in my face.
This is a HISTORY article. HISTORY.
Have you heard of that?
This is the reason why so many people get pissed off about the pedantry and idiocy and triviality of Wikipedia.
J*sus. Get a f*cking life.",jigsaw,0
"I did notice the Polka dick of course. Beautiful. Send me any Pat comics you deem worthy, as I love reading them.",jigsaw,0
YOU CAN ALL SUCK MY HAIRY BEANBAG  YOU STUPID BASTARDS  HES IN THE WRONG,jigsaw,0
"""
Also...good use of fuck.  As you noted, it's well tolerated on this page.   Talk• Contributions """,jigsaw,0
"Whatever 

I can have my opinons. And in my opinon you are CRAZY!!!!!!",jigsaw,0
"""::So Hersford gets away with this?  Because I stand up to this moral choice, I get fucked over with two or three warnings on my page?  Instead someone doesn't warn Hersford for his bad choice?  Please note his long excuse filled statement on his page.  Does that not read like an attack on me?  I don't like to be attacked, and he was caught for a big mistake, so instead of immediately reconsidering his mistake, he went on the attack.  An age-old public relations ploy, which I don't buy.  Hersford may or may not be a racist, but he certainly let an avowed racist get away with something.  Sad.   Talk• Contributions 
""",jigsaw,0
"Shit 

George tan031993 you're a bitch!!!

 go to hell!!!",jigsaw,0
"Sassalism

You are guilty of Sassalism, Samuel Blanning.  You need to come to the G.A.S.D. and mop our floors.",jigsaw,0
Sarvajna I know you and Mrt have tag team relationship and use this to push your pro Indian and anti pakistani pov on articles but I am shocked that you try and endorse such ridiculous pov pushing on minorities in pakistan considering your all bleeding hearts and victimised on the anti-Muslim pogroms in India article such hypocrisy is hilarious 31.54.56.16,jigsaw,0
"What... 

What are you doing? Don't fuck me. I fuck to Ryulong, not you.",jigsaw,0
"Removed the statement.  It would be obvious from the specifics I mentioned that I have read the article.  So in response to your blatant insult, fuck you too.",jigsaw,0
fuck your mama u fucking suck mother fucker,jigsaw,0
"Snoop Dogg offical member 

Snoop Dogg is considered an offical member amoung us niggaz, you white folkz jsut go by tha script but no one reps wit N.W.A unless they a goddamn member N thats tha rule.",jigsaw,0
"YOU A**HOE!
HEY STOP FKING YOUR MOTHR!
GET A LIFE OF YOUR OWN AND START MINDING YOUR OWN BUSSINESS INSTEAD OF UNDOING OTHERS EDITS, YOU DO NOT OWN WIKIPEDIA, TRY TO KEEP WIKIPEDIA ALIVE, THERE ARE SO MANY ARTICLES WHICH ARE NOT BACKED BY SUPPORTING INFORMATION, THAT WAS HOW WIKIPEDIA FIRST CAME TO LIFE, EVERYONE WROTE WHAT THEY KNEW. STOP MORAL POLICING.
GO GET A LIFE IN REAL WORLD, FIND A JOB EARN SOME MONEY, MARRY AND MAKE A LIFE INSTEAD OF SPENDING ALL TIME ON WIKIPDA.
YOU ARE NOT CONTRIBUTING TO WIKIPDA by GUESSING OTHERS EDITS TO BE BAD/WRONG YOU A_HOLE.

MOTHR FCUKR   COME EAT MY SHT.",jigsaw,0
"Ok, Mr. Sarky - since YOU didn't check your facts...

Brixton is in Lambeth! And so is Kennington! And so is Stockwell, although that's irrelevant, as Roger Moore was actually born in Vauxhall (also in Lambeth)! Incidentally, as you know, because presumably you bothered to read my original entry properly, I didn't claim John Major was born in Lambeth - I said he grew up there!

Idiot.",jigsaw,0
Go fuck yourself. Stella sucks ass. Moron.,jigsaw,0
"""

A Blast from the past

I was interested to read in your hidden DXRAW talk page that not long before you changed your name the following message was posted:

""""WHY DID YOU REMOVE MY EDIT, YOU CANCER RIDDEN CUNT. IT WAS CORRECT BUT YOU ARE A FUCKING IDIOT WHO CHANGES ANYTHING YOU DON´T LIKE.""""

On reading the details of the Nicholas Saunders (professor) deletion debate, I see that you haven't changed one little bit. How does it feel to be the mosted despised editor on Wikipedia. You can change your name as often as you like but nothing will help your social skills.  """,jigsaw,0
"I just wanted to let you know that you legitimately made me laugh out loud with that whole PLAYTIME IS OVER PUNK thing you hissed out while editing User_talk:24.2.124.237. As much fun as pretending to be internet dirty harry must be, I absolutely cannot stress this to you enough: I can write whatever dumb crap I want all over this website and there is and will never be anything you can do to stop that. Sorry, boss ( Anyway I'm gonna go say ceviche is made with ape meat some more. Bye!",jigsaw,0
